日期,开市,最高,最低,关盘,调整后的收市价,成交量
2021年12月27日,16.23,16.23,16.23,16.23,16.23,
2021年12月23日,16.23,16.23,16.23,16.23,16.23,1000.0
2021年12月22日,16.22,16.22,16.22,16.22,16.22,800.0
2021年12月21日,16.27,16.27,16.27,16.27,16.27,
2021年12月20日,16.23,16.23,16.23,16.23,16.23,
2021年12月17日,15.5,15.5,15.5,15.5,15.5,
2021年12月16日,15.5,15.5,15.5,15.5,15.5,
2021年12月15日,15.5,15.5,15.5,15.5,15.5,
2021年12月14日,15.5,15.5,15.5,15.5,15.5,
2021年12月13日,15.49,15.49,15.49,15.49,15.49,
2021年12月10日,15.35,15.35,15.35,15.35,15.35,
2021年12月09日,15.35,15.35,15.35,15.35,15.35,
2021年12月08日,15.35,15.35,15.35,15.35,15.35,
2021年12月07日,15.35,15.35,15.35,15.35,15.35,
2021年12月06日,15.35,15.35,15.35,15.35,15.35,
2021年12月03日,15.35,15.35,15.35,15.35,15.35,
2021年12月02日,15.35,15.35,15.35,15.35,15.35,
2021年12月01日,15.35,15.35,15.35,15.35,15.35,
2021年11月30日,15.35,15.35,15.35,15.35,15.35,
2021年11月29日,15.35,15.35,15.35,15.35,15.35,
2021年11月26日,15.3,15.3,15.3,15.3,15.3,
2021年11月24日,15.25,15.3,15.25,15.3,15.3,50.0
2021年11月23日,15.3,15.3,15.3,15.3,15.3,
2021年11月22日,15.3,15.3,15.3,15.3,15.3,
2021年11月19日,15.32,15.32,15.32,15.32,15.32,
2021年11月18日,15.32,15.32,15.32,15.32,15.32,
2021年11月17日,15.32,15.32,15.32,15.32,15.32,
2021年11月16日,15.32,15.32,15.32,15.32,15.32,
2021年11月15日,15.3,15.32,15.3,15.32,15.32,50.0
2021年11月12日,15.25,15.37,15.25,15.37,15.37,50.0
2021年11月11日,15.36,15.36,15.36,15.36,15.36,
2021年11月10日,15.33,15.33,15.33,15.33,15.33,
2021年11月09日,15.33,15.33,15.33,15.33,15.33,
2021年11月08日,15.33,15.33,15.33,15.33,15.33,
2021年11月05日,15.31,15.31,15.31,15.31,15.31,
2021年11月04日,15.26,15.26,15.26,15.26,15.26,
2021年11月03日,15.25,15.25,15.25,15.25,15.25,
2021年11月02日,15.22,15.22,15.22,15.22,15.22,1250.0
2021年11月01日,15.19,15.19,15.19,15.19,15.19,
2021年10月29日,15.12,15.12,15.12,15.12,15.12,
2021年10月28日,15.12,15.12,15.12,15.12,15.12,125.0
2021年10月27日,15.12,15.12,15.12,15.12,15.12,
2021年10月26日,15.12,15.12,15.12,15.12,15.12,
2021年10月25日,15.12,15.12,15.12,15.12,15.12,
2021年10月22日,15.1,15.1,15.1,15.1,15.1,
2021年10月21日,15.1,15.1,15.1,15.1,15.1,
2021年10月20日,15.18,15.18,15.18,15.18,15.18,
2021年10月19日,15.13,15.13,15.13,15.13,15.13,
2021年10月18日,15.13,15.13,15.13,15.13,15.13,
2021年10月15日,15.18,15.18,15.18,15.18,15.18,
2021年10月14日,15.12,15.12,15.12,15.12,15.12,
2021年10月13日,15.12,15.12,15.12,15.12,15.12,
2021年10月12日,15.12,15.12,15.12,15.12,15.12,
2021年10月11日,14.98,14.98,14.98,14.98,14.98,
2021年10月08日,15.08,15.08,15.08,15.08,15.08,
2021年10月07日,15.08,15.08,15.08,15.08,15.08,
2021年10月06日,15.07,15.07,15.07,15.07,15.07,
2021年10月05日,15.09,15.09,15.07,15.07,15.07,100.0
2021年10月04日,15.12,15.12,15.12,15.12,15.12,
2021年10月01日,15.1,15.1,15.1,15.1,15.1,
2021年09月30日,15.1,15.1,15.1,15.1,15.1,
2021年09月29日,15.07,15.07,15.07,15.07,15.07,
2021年09月28日,15.03,15.03,15.03,15.03,15.03,
2021年09月27日,15.06,15.06,15.06,15.06,15.06,
2021年09月24日,15.02,15.02,15.02,15.02,15.02,
2021年09月23日,15.01,15.01,15.01,15.01,15.01,
2021年09月22日,14.98,14.98,14.98,14.98,14.98,
2021年09月21日,15.04,15.04,15.04,15.04,15.04,
2021年09月20日,14.97,14.97,14.97,14.97,14.97,
2021年09月17日,14.98,14.98,14.98,14.98,14.98,
2021年09月16日,14.86,14.86,14.86,14.86,14.86,
2021年09月15日,14.86,14.86,14.86,14.86,14.86,
2021年09月14日,14.86,14.86,14.86,14.86,14.86,
2021年09月13日,14.86,14.86,14.86,14.86,14.86,
2021年09月10日,14.86,14.86,14.86,14.86,14.86,
2021年09月09日,14.86,14.86,14.86,14.86,14.86,
2021年09月08日,14.86,14.86,14.86,14.86,14.86,
2021年09月07日,15.0,15.0,15.0,15.0,15.0,
2021年09月03日,14.86,14.86,14.86,14.86,14.86,
2021年09月02日,15.05,15.05,15.05,15.05,15.05,
2021年09月01日,15.02,15.02,15.02,15.02,15.02,
2021年08月31日,15.01,15.01,15.01,15.01,15.01,
2021年08月30日,15.01,15.01,15.01,15.01,15.01,
2021年08月27日,15.01,15.01,15.01,15.01,15.01,
2021年08月26日,15.01,15.01,15.01,15.01,15.01,
2021年08月25日,15.1,15.1,15.1,15.1,15.1,
2021年08月24日,15.17,15.17,15.17,15.17,15.17,
2021年08月23日,15.12,15.12,15.12,15.12,15.12,
2021年08月20日,15.12,15.12,15.12,15.12,15.12,
2021年08月19日,15.12,15.12,15.12,15.12,15.12,
2021年08月18日,15.03,15.03,15.03,15.03,15.03,
2021年08月17日,15.08,15.08,15.08,15.08,15.08,
2021年08月16日,15.08,15.08,15.08,15.08,15.08,
2021年08月13日,15.1,15.1,15.1,15.1,15.1,
2021年08月12日,15.09,15.09,15.09,15.09,15.09,
2021年08月11日,15.03,15.03,15.03,15.03,15.03,
2021年08月10日,15.09,15.09,15.09,15.09,15.09,
2021年08月09日,15.11,15.11,15.11,15.11,15.11,
2021年08月06日,15.11,15.11,15.11,15.11,15.11,
2021年08月05日,15.05,15.05,15.05,15.05,15.05,
2021年08月04日,15.16,15.16,15.16,15.16,15.16,
2021年08月03日,15.14,15.14,15.14,15.14,15.14,
2021年08月02日,15.06,15.06,15.06,15.06,15.06,
2021年07月30日,15.1,15.1,15.1,15.1,15.1,
2021年07月29日,15.1,15.1,15.1,15.1,15.1,
2021年07月28日,15.03,15.03,15.03,15.03,15.03,500.0
2021年07月27日,14.8,15.1,14.8,15.1,15.1,20.0
2021年07月26日,14.95,14.95,14.95,14.95,14.95,
2021年07月23日,14.95,14.95,14.95,14.95,14.95,
2021年07月22日,14.95,14.95,14.95,14.95,14.95,
2021年07月21日,14.95,14.95,14.95,14.95,14.95,
2021年07月20日,14.96,14.96,14.96,14.96,14.96,
2021年07月19日,14.96,14.96,14.96,14.96,14.96,
2021年07月16日,14.95,14.95,14.95,14.95,14.95,
2021年07月15日,14.95,14.95,14.95,14.95,14.95,
2021年07月14日,14.95,14.95,14.95,14.95,14.95,
2021年07月13日,14.95,14.95,14.95,14.95,14.95,
2021年07月12日,14.95,14.95,14.95,14.95,14.95,
2021年07月09日,14.95,14.95,14.95,14.95,14.95,
2021年07月08日,14.95,14.95,14.95,14.95,14.95,
2021年07月07日,14.95,14.95,14.95,14.95,14.95,
2021年07月06日,14.92,14.92,14.92,14.92,14.92,
2021年07月02日,14.7,14.7,14.7,14.7,14.7,
2021年07月01日,14.86,14.86,14.86,14.86,14.86,
2021年06月30日,14.92,14.92,14.92,14.92,14.92,
2021年06月29日,14.92,14.92,14.92,14.92,14.92,
2021年06月28日,14.75,14.75,14.75,14.75,14.75,
2021年06月25日,14.99,14.99,14.99,14.99,14.99,
2021年06月24日,14.75,14.75,14.75,14.75,14.75,
2021年06月23日,14.75,14.75,14.75,14.75,14.75,
2021年06月22日,14.75,14.75,14.75,14.75,14.75,
2021年06月21日,14.75,14.75,14.75,14.75,14.75,
2021年06月18日,14.58,14.58,14.58,14.58,14.58,
2021年06月17日,14.5,14.5,14.5,14.5,14.5,
2021年06月16日,14.5,14.5,14.5,14.5,14.5,
2021年06月15日,14.57,14.57,14.57,14.57,14.57,
2021年06月14日,14.57,14.57,14.57,14.57,14.57,
2021年06月11日,14.55,14.55,14.55,14.55,14.55,
2021年06月10日,14.53,14.53,14.53,14.53,14.53,
2021年06月09日,14.53,14.53,14.53,14.53,14.53,
2021年06月08日,14.51,14.51,14.51,14.51,14.51,
2021年06月07日,14.5,14.5,14.5,14.5,14.5,
2021年06月04日,14.54,14.54,14.54,14.54,14.54,
2021年06月03日,14.5,14.5,14.5,14.5,14.5,
2021年06月02日,14.5,14.5,14.5,14.5,14.5,
2021年06月01日,14.59,14.59,14.59,14.59,14.59,
2021年05月28日,14.71,14.71,14.71,14.71,14.71,
2021年05月27日,14.72,14.72,14.72,14.72,14.72,
2021年05月26日,14.55,14.55,14.55,14.55,14.55,
2021年05月25日,14.55,14.55,14.55,14.55,14.55,
2021年05月24日,14.75,14.75,14.75,14.75,14.75,
2021年05月21日,14.52,14.52,14.52,14.52,14.52,
2021年05月20日,14.51,14.51,14.51,14.51,14.51,
2021年05月19日,14.13,14.13,14.13,14.13,14.13,
2021年05月18日,14.7,14.7,14.7,14.7,14.7,
2021年05月17日,14.7,14.7,14.7,14.7,14.7,
2021年05月14日,14.54,14.54,14.54,14.54,14.54,
2021年05月13日,14.77,14.77,14.77,14.77,14.77,
2021年05月12日,14.57,14.57,14.57,14.57,14.57,
2021年05月11日,14.68,14.68,14.68,14.68,14.68,
2021年05月10日,14.67,14.67,14.67,14.67,14.67,
2021年05月07日,14.62,14.62,14.62,14.62,14.62,
2021年05月06日,14.53,14.53,14.53,14.53,14.53,
2021年05月05日,14.65,14.65,14.65,14.65,14.65,
2021年05月04日,14.53,14.53,14.53,14.53,14.53,
2021年05月03日,14.61,14.61,14.61,14.61,14.61,
2021年04月30日,14.59,14.59,14.59,14.59,14.59,
2021年04月29日,14.59,14.59,14.59,14.59,14.59,
2021年04月28日,14.59,14.59,14.59,14.59,14.59,
2021年04月27日,14.6,14.6,14.6,14.6,14.6,
2021年04月26日,14.6,14.6,14.6,14.6,14.6,
2021年04月23日,14.59,14.59,14.59,14.59,14.59,
2021年04月22日,14.59,14.59,14.59,14.59,14.59,
2021年04月21日,14.65,14.65,14.65,14.65,14.65,
2021年04月20日,14.65,14.65,14.65,14.65,14.65,
2021年04月19日,14.54,14.54,14.54,14.54,14.54,
2021年04月16日,14.48,14.48,14.48,14.48,14.48,
2021年04月15日,14.48,14.48,14.48,14.48,14.48,
2021年04月14日,14.57,14.57,14.57,14.57,14.57,
2021年04月13日,14.57,14.57,14.57,14.57,14.57,
2021年04月12日,14.55,14.55,14.55,14.55,14.55,
2021年04月09日,14.55,14.55,14.55,14.55,14.55,
2021年04月08日,14.55,14.55,14.55,14.55,14.55,
2021年04月07日,14.55,14.55,14.55,14.55,14.55,
2021年04月06日,14.55,14.55,14.55,14.55,14.55,
2021年04月05日,14.57,14.57,14.57,14.57,14.57,
2021年04月01日,14.35,14.35,14.35,14.35,14.35,
2021年03月31日,14.6,14.6,14.6,14.6,14.6,
2021年03月30日,14.62,14.62,14.62,14.62,14.62,
2021年03月29日,14.5,14.5,14.5,14.5,14.5,
2021年03月26日,14.58,14.58,14.58,14.58,14.58,
2021年03月25日,14.62,14.62,14.62,14.62,14.62,
2021年03月24日,14.47,14.47,14.47,14.47,14.47,
2021年03月23日,14.47,14.47,14.47,14.47,14.47,
2021年03月22日,14.47,14.47,14.47,14.47,14.47,
2021年03月19日,15.08,15.08,15.08,15.08,15.08,
2021年03月18日,14.3,14.3,14.3,14.3,14.3,
2021年03月17日,15.07,15.07,15.07,15.07,15.07,
2021年03月16日,15.07,15.07,15.07,15.07,15.07,
2021年03月15日,15.08,15.08,15.08,15.08,15.08,
2021年03月12日,15.1,15.1,15.1,15.1,15.1,
2021年03月11日,15.1,15.1,15.1,15.1,15.1,
2021年03月10日,15.07,15.07,15.07,15.07,15.07,
2021年03月09日,15.07,15.07,15.07,15.07,15.07,
2021年03月08日,14.88,15.07,14.88,15.07,15.07,5.0
2021年03月05日,15.02,15.02,15.02,15.02,15.02,
2021年03月04日,15.02,15.02,15.02,15.02,15.02,
2021年03月03日,15.02,15.02,15.02,15.02,15.02,
2021年03月02日,14.3,14.3,14.3,14.3,14.3,
2021年03月01日,15.01,15.01,15.01,15.01,15.01,
2021年02月26日,15.0,15.0,15.0,15.0,15.0,
2021年02月25日,15.0,15.0,15.0,15.0,15.0,
2021年02月24日,14.94,14.94,14.94,14.94,14.94,
2021年02月23日,14.93,14.93,14.93,14.93,14.93,
2021年02月22日,14.9,14.9,14.9,14.9,14.9,
2021年02月19日,14.89,14.89,14.89,14.89,14.89,
2021年02月18日,14.86,14.86,14.86,14.86,14.86,
2021年02月17日,14.94,14.94,14.94,14.94,14.94,
2021年02月16日,14.9,14.9,14.9,14.9,14.9,
2021年02月12日,14.87,14.87,14.87,14.87,14.87,
2021年02月11日,14.86,14.86,14.86,14.86,14.86,
2021年02月10日,14.9,14.9,14.9,14.9,14.9,
2021年02月09日,14.85,14.85,14.85,14.85,14.85,
2021年02月08日,14.85,14.85,14.85,14.85,14.85,
2021年02月05日,14.86,14.86,14.86,14.86,14.86,
2021年02月04日,14.87,14.87,14.87,14.87,14.87,
2021年02月03日,14.86,14.86,14.86,14.86,14.86,
2021年02月02日,14.86,14.86,14.86,14.86,14.86,
2021年02月01日,14.86,14.86,14.86,14.86,14.86,
2021年01月29日,14.98,14.98,14.98,14.98,14.98,
2021年01月28日,14.87,14.87,14.87,14.87,14.87,
2021年01月27日,14.17,14.17,14.17,14.17,14.17,
2021年01月26日,14.88,14.88,14.88,14.88,14.88,
2021年01月25日,14.89,14.89,14.89,14.89,14.89,
2021年01月22日,14.19,14.19,14.19,14.19,14.19,
2021年01月21日,14.89,14.89,14.89,14.89,14.89,
2021年01月20日,14.9,14.9,14.9,14.9,14.9,
2021年01月19日,14.2,14.2,14.2,14.2,14.2,
2021年01月15日,14.75,14.89,14.75,14.89,14.89,25.0
2021年01月14日,14.87,14.87,14.87,14.87,14.87,
2021年01月13日,14.84,14.88,14.84,14.88,14.88,312.0
2021年01月12日,14.83,14.83,14.83,14.83,14.83,
2021年01月11日,14.87,14.87,14.87,14.87,14.87,
2021年01月08日,14.75,14.75,14.74,14.74,14.74,50.0
2021年01月07日,14.61,14.61,14.61,14.61,14.61,
2021年01月06日,14.6,14.6,14.6,14.6,14.6,
2021年01月05日,14.61,14.61,14.61,14.61,14.61,
2021年01月04日,14.55,14.55,14.55,14.55,14.55,50.0
2020年12月31日,14.52,14.52,14.52,14.52,14.52,
2020年12月30日,14.55,14.6,14.52,14.52,14.52,75.0
2020年12月29日,14.5,14.5,14.5,14.5,14.5,
2020年12月28日,14.57,14.57,14.57,14.57,14.57,
2020年12月24日,14.05,14.05,14.05,14.05,14.05,
2020年12月23日,14.3,14.3,14.3,14.3,14.3,
2020年12月22日,14.43,14.43,14.43,14.43,14.43,
2020年12月21日,14.52,14.52,14.48,14.48,14.48,4.0
2020年12月18日,14.32,14.32,14.32,14.32,14.32,
2020年12月17日,14.29,14.29,14.29,14.29,14.29,
2020年12月16日,14.29,14.29,14.29,14.29,14.29,
2020年12月15日,14.29,14.29,14.29,14.29,14.29,
2020年12月14日,14.33,14.33,14.33,14.33,14.33,
2020年12月11日,14.32,14.32,14.32,14.32,14.32,
2020年12月10日,14.24,14.24,14.24,14.24,14.24,
2020年12月09日,14.35,14.35,14.35,14.35,14.35,
2020年12月08日,14.31,14.31,14.31,14.31,14.31,
2020年12月07日,14.26,14.26,14.26,14.26,14.26,
2020年12月04日,14.41,14.41,14.41,14.41,14.41,
2020年12月03日,14.44,14.44,14.44,14.44,14.44,
2020年12月02日,14.44,14.44,14.44,14.44,14.44,
2020年12月01日,14.29,14.29,14.29,14.29,14.29,
2020年11月30日,14.3,14.3,14.3,14.3,14.3,
2020年11月27日,14.35,14.35,14.35,14.35,14.35,
2020年11月25日,14.35,14.37,14.35,14.35,14.35,40.0
2020年11月24日,14.45,14.6,14.45,14.45,14.45,500.0
2020年11月23日,14.25,14.25,14.25,14.25,14.25,
2020年11月20日,14.25,14.32,14.25,14.32,14.32,25.0
2020年11月19日,14.2,14.2,14.2,14.2,14.2,
2020年11月18日,14.2,14.2,14.2,14.2,14.2,
2020年11月17日,14.2,14.2,14.2,14.2,14.2,
2020年11月16日,14.25,14.25,14.25,14.25,14.25,
2020年11月13日,14.3,14.3,14.3,14.3,14.3,
2020年11月12日,14.2,14.2,14.2,14.2,14.2,
2020年11月11日,14.26,14.26,14.26,14.26,14.26,
2020年11月10日,14.11,14.11,14.11,14.11,14.11,
2020年11月09日,14.22,14.22,14.22,14.22,14.22,
2020年11月06日,14.16,14.16,14.16,14.16,14.16,
2020年11月05日,14.13,14.13,14.13,14.13,14.13,
2020年11月04日,14.18,14.18,14.18,14.18,14.18,
2020年11月03日,14.27,14.27,14.27,14.27,14.27,
2020年11月02日,14.2,14.2,14.2,14.2,14.2,
2020年10月30日,14.1,14.17,14.1,14.17,14.17,25.0
2020年10月29日,14.0,14.0,14.0,14.0,14.0,
2020年10月28日,13.96,13.96,13.96,13.96,13.96,
2020年10月27日,13.98,13.98,13.98,13.98,13.98,
2020年10月26日,13.99,13.99,13.99,13.99,13.99,
2020年10月23日,13.98,13.98,13.98,13.98,13.98,
2020年10月22日,14.0,14.0,14.0,14.0,14.0,
2020年10月21日,14.02,14.02,14.02,14.02,14.02,
2020年10月20日,14.0,14.0,14.0,14.0,14.0,100.0
2020年10月19日,13.94,13.94,13.94,13.94,13.94,
2020年10月16日,13.94,13.94,13.94,13.94,13.94,
2020年10月15日,13.93,13.93,13.93,13.93,13.93,
2020年10月14日,13.95,13.95,13.95,13.95,13.95,
2020年10月13日,13.92,13.92,13.92,13.92,13.92,
2020年10月12日,13.92,13.92,13.92,13.92,13.92,
2020年10月09日,13.89,13.89,13.89,13.89,13.89,
2020年10月08日,13.96,13.96,13.96,13.96,13.96,
2020年10月07日,13.96,13.96,13.96,13.96,13.96,
2020年10月06日,14.0,14.0,14.0,14.0,14.0,
2020年10月05日,13.96,13.96,13.96,13.96,13.96,
2020年10月02日,13.88,13.88,13.88,13.88,13.88,
2020年10月01日,13.9,13.91,13.9,13.91,13.91,1.0
2020年09月30日,13.79,13.79,13.79,13.79,13.79,
2020年09月29日,13.79,13.79,13.79,13.79,13.79,
2020年09月28日,13.71,13.71,13.71,13.71,13.71,
2020年09月25日,13.82,13.82,13.71,13.71,13.71,5.0
2020年09月24日,13.66,13.66,13.66,13.66,13.66,
2020年09月23日,13.67,13.67,13.67,13.67,13.67,
2020年09月22日,13.71,13.71,13.71,13.71,13.71,
2020年09月21日,13.7,13.7,13.7,13.7,13.7,
2020年09月18日,13.59,13.59,13.59,13.59,13.59,
2020年09月17日,13.33,13.33,13.33,13.33,13.33,
2020年09月16日,13.58,13.58,13.58,13.58,13.58,
2020年09月15日,13.57,13.57,13.57,13.57,13.57,
2020年09月14日,13.57,13.57,13.57,13.57,13.57,
2020年09月11日,13.64,13.64,13.64,13.64,13.64,
2020年09月10日,13.75,13.75,13.75,13.75,13.75,
2020年09月09日,13.68,13.68,13.68,13.68,13.68,
2020年09月08日,13.68,13.68,13.68,13.68,13.68,
2020年09月04日,13.75,13.75,13.75,13.75,13.75,
2020年09月03日,13.75,13.75,13.75,13.75,13.75,
2020年09月02日,13.83,13.83,13.83,13.83,13.83,
2020年09月01日,13.76,13.76,13.76,13.76,13.76,
2020年08月31日,13.93,13.93,13.93,13.93,13.93,
2020年08月28日,13.79,13.79,13.79,13.79,13.79,
2020年08月27日,13.76,13.76,13.76,13.76,13.76,
2020年08月26日,13.76,13.76,13.76,13.76,13.76,
2020年08月25日,13.76,13.76,13.76,13.76,13.76,
2020年08月24日,13.76,13.76,13.76,13.76,13.76,
2020年08月21日,13.74,13.74,13.74,13.74,13.74,
2020年08月20日,13.7,13.7,13.7,13.7,13.7,
2020年08月19日,13.65,13.65,13.65,13.65,13.65,
2020年08月18日,13.65,13.65,13.65,13.65,13.65,
2020年08月17日,13.67,13.67,13.67,13.67,13.67,
2020年08月14日,13.58,13.58,13.58,13.58,13.58,
2020年08月13日,13.57,13.57,13.57,13.57,13.57,
2020年08月12日,13.57,13.57,13.57,13.57,13.57,
2020年08月11日,13.57,13.57,13.57,13.57,13.57,
2020年08月10日,13.61,13.61,13.61,13.61,13.61,
2020年08月07日,13.5,13.5,13.5,13.5,13.5,
2020年08月06日,13.5,13.5,13.5,13.5,13.5,
2020年08月05日,13.53,13.53,13.53,13.53,13.53,
2020年08月04日,13.53,13.53,13.53,13.53,13.53,
2020年08月03日,13.68,13.68,13.68,13.68,13.68,
2020年07月31日,13.66,13.66,13.66,13.66,13.66,
2020年07月30日,13.67,13.67,13.67,13.67,13.67,
2020年07月29日,13.61,13.61,13.61,13.61,13.61,
2020年07月28日,13.63,13.63,13.63,13.63,13.63,
2020年07月27日,13.64,13.64,13.64,13.64,13.64,
2020年07月24日,13.49,13.62,13.49,13.62,13.62,1.0
2020年07月23日,13.63,13.63,13.63,13.63,13.63,
2020年07月22日,13.63,13.63,13.63,13.63,13.63,
2020年07月21日,13.63,13.63,13.63,13.63,13.63,
2020年07月20日,13.65,13.65,13.65,13.65,13.65,
2020年07月17日,13.54,13.54,13.54,13.54,13.54,
2020年07月16日,13.56,13.56,13.56,13.56,13.56,
2020年07月15日,13.53,13.53,13.53,13.53,13.53,
2020年07月14日,13.5,13.5,13.5,13.5,13.5,
2020年07月13日,13.59,13.59,13.59,13.59,13.59,
2020年07月10日,13.58,13.58,13.58,13.58,13.58,
2020年07月09日,13.59,13.59,13.59,13.59,13.59,
2020年07月08日,13.62,13.62,13.62,13.62,13.62,
2020年07月07日,13.51,13.51,13.51,13.51,13.51,
2020年07月06日,13.58,13.58,13.58,13.58,13.58,
2020年07月02日,13.67,13.67,13.67,13.67,13.67,
2020年07月01日,13.45,13.45,13.45,13.45,13.45,
2020年06月30日,13.45,13.45,13.45,13.45,13.45,
2020年06月29日,13.37,13.37,13.37,13.37,13.37,
2020年06月26日,13.35,13.35,13.35,13.35,13.35,
2020年06月25日,13.38,13.38,13.38,13.38,13.38,
2020年06月24日,13.38,13.38,13.38,13.38,13.38,
2020年06月23日,13.35,13.48,13.35,13.48,13.48,25.0
2020年06月22日,13.3,13.5,13.3,13.5,13.5,20.0
2020年06月19日,14.56,14.56,14.56,14.56,14.56,95.0
2020年06月18日,14.75,14.75,14.75,14.75,14.75,
2020年06月17日,14.75,14.75,14.75,14.75,14.75,
2020年06月16日,14.75,14.75,14.75,14.75,14.75,
2020年06月15日,14.81,14.81,14.81,14.81,14.81,
2020年06月12日,14.55,14.55,14.55,14.55,14.55,
2020年06月11日,14.72,14.72,14.72,14.72,14.72,
2020年06月10日,14.55,14.55,14.55,14.55,14.55,
2020年06月09日,14.54,14.54,14.54,14.54,14.54,
2020年06月08日,14.52,14.52,14.52,14.52,14.52,
2020年06月05日,14.6,14.6,14.48,14.48,14.48,1.0
2020年06月04日,14.57,14.57,14.57,14.57,14.57,
2020年06月03日,14.5,14.5,14.5,14.5,14.5,
2020年06月02日,14.48,14.48,14.48,14.48,14.48,
2020年06月01日,14.48,14.48,14.48,14.48,14.48,
2020年05月29日,14.58,14.58,14.58,14.58,14.58,
2020年05月28日,14.6,14.6,14.6,14.6,14.6,
2020年05月27日,14.42,14.42,14.42,14.42,14.42,
2020年05月26日,14.35,14.35,14.35,14.35,14.35,
2020年05月22日,14.28,14.28,14.28,14.28,14.28,
2020年05月21日,14.3,14.3,14.3,14.3,14.3,
2020年05月20日,14.25,14.25,14.25,14.25,14.25,
2020年05月19日,14.28,14.28,14.28,14.28,14.28,
2020年05月18日,14.35,14.35,14.28,14.28,14.28,1.0
2020年05月15日,14.3,14.42,14.3,14.42,14.42,25.0
2020年05月14日,14.15,14.15,14.15,14.15,14.15,
2020年05月13日,14.13,14.13,14.13,14.13,14.13,
2020年05月12日,14.15,14.15,14.15,14.15,14.15,
2020年05月11日,14.15,14.15,14.15,14.15,14.15,
2020年05月08日,13.75,13.75,13.75,13.75,13.75,
2020年05月07日,14.15,14.15,14.15,14.15,14.15,
2020年05月06日,14.0,14.0,14.0,14.0,14.0,
2020年05月05日,14.0,14.0,14.0,14.0,14.0,
2020年05月04日,13.98,13.98,13.98,13.98,13.98,
2020年05月01日,14.05,14.05,14.0,14.0,14.0,10.0
2020年04月30日,13.95,14.0,13.95,14.0,14.0,1.0
2020年04月29日,13.75,13.85,13.75,13.8,13.8,66.0
2020年04月28日,13.2,13.4,13.1,13.1,13.1,35.0
2020年04月27日,13.3,13.3,13.25,13.25,13.25,100.0
2020年04月24日,13.25,13.25,13.25,13.25,13.25,
2020年04月23日,13.2,13.35,13.2,13.3,13.3,77.0
2020年04月22日,13.2,13.35,13.2,13.27,13.27,46.0
2020年04月21日,13.2,13.4,13.1,13.2,13.2,68.0
2020年04月20日,13.85,13.85,13.2,13.3,13.3,6.0
2020年04月17日,13.85,13.85,13.85,13.85,13.85,
2020年04月16日,13.9,13.9,13.85,13.85,13.85,130.0
2020年04月15日,13.98,13.98,13.98,13.98,13.98,
2020年04月14日,13.99,14.0,13.99,14.0,14.0,2.0
2020年04月13日,14.29,14.29,14.1,14.1,14.1,51.0
2020年04月09日,13.65,13.65,13.65,13.65,13.65,
2020年04月08日,13.65,13.65,13.65,13.65,13.65,1.0
2020年04月07日,13.15,13.5,13.15,13.5,13.5,2.0
2020年04月06日,13.0,13.0,13.0,13.0,13.0,
2020年04月03日,13.0,13.0,13.0,13.0,13.0,31.0
2020年04月02日,12.55,12.56,12.55,12.56,12.56,2.0
2020年04月01日,11.55,12.4,11.55,12.4,12.4,5.0
2020年03月31日,11.0,11.3,11.0,11.25,11.25,112.0
2020年03月30日,12.25,12.25,10.15,10.5,10.5,7.0
2020年03月27日,12.85,13.15,12.3,12.4,12.4,14.0
2020年03月26日,12.55,12.75,12.55,12.7,12.7,8.0
2020年03月25日,13.35,13.55,12.4,12.4,12.4,8.0
2020年03月24日,12.55,13.2,12.55,13.2,13.2,6.0
2020年03月23日,12.4,12.4,12.4,12.4,12.4,
2020年03月20日,15.46,15.46,15.46,15.46,15.46,6.0
2020年03月19日,15.35,15.35,15.35,15.35,15.35,
2020年03月18日,15.35,15.35,15.35,15.35,15.35,
2020年03月17日,15.35,15.35,15.35,15.35,15.35,
2020年03月16日,15.37,15.37,15.37,15.37,15.37,
2020年03月13日,15.37,15.37,15.37,15.37,15.37,
2020年03月12日,15.15,15.2,15.15,15.2,15.2,100.0
2020年03月11日,15.3,15.3,15.3,15.3,15.3,
2020年03月10日,15.3,15.3,15.3,15.3,15.3,
2020年03月09日,15.28,15.28,15.28,15.28,15.28,
2020年03月06日,15.3,15.3,15.3,15.3,15.3,
2020年03月05日,15.38,15.38,15.38,15.38,15.38,
2020年03月04日,15.4,15.4,15.4,15.4,15.4,
2020年03月03日,15.38,15.38,15.38,15.38,15.38,
2020年03月02日,15.38,15.38,15.38,15.38,15.38,
2020年02月28日,15.4,15.4,15.4,15.4,15.4,
2020年02月27日,15.4,15.4,15.4,15.4,15.4,
2020年02月26日,15.37,15.37,15.37,15.37,15.37,
2020年02月25日,15.37,15.37,15.37,15.37,15.37,
2020年02月24日,15.35,15.35,15.35,15.35,15.35,
2020年02月21日,15.37,15.37,15.37,15.37,15.37,
2020年02月20日,15.37,15.37,15.37,15.37,15.37,
2020年02月19日,15.37,15.37,15.37,15.37,15.37,
2020年02月18日,15.37,15.37,15.37,15.37,15.37,
2020年02月14日,15.37,15.37,15.37,15.37,15.37,
2020年02月13日,15.35,15.35,15.35,15.35,15.35,
2020年02月12日,15.35,15.35,15.35,15.35,15.35,
2020年02月11日,15.35,15.35,15.35,15.35,15.35,
2020年02月10日,15.35,15.35,15.35,15.35,15.35,
